Date,RIPLEY CC Equity,ECL CC Equity,IAM CC Equity,FALAB CC Equity,QUINENC CC Equity,ENELCHIL CC Equity,CHILE CC Equity,CMPC CC Equity,COLBUN CC Equity,COPEC CC Equity,ENTEL CC Equity,ANDINAB CC Equity,CONCHA CC Equity,CAP CC Equity,ITAUCORP CC Equity,BSAN CC Equity,SONDA CC Equity,SECUR CC Equity,BCI CC Equity,VAPORES CC Equity,AGUAS/A CC Equity,PARAUCO CC Equity,CENCOSUD CC Equity,SMU CC Equity,CCU CC Equity,SQM/B CC Equity,ENELAM CC Equity
4-02-2019,591.3,1335.9,1028.2,5271.1,1865.2,69.5,104.62,2472,152.02,9349,6589.9,2490,1361,7140.3,6.099,53,1123,298.13,41101.84,18.337,395,1811,1329.9,183.89,9296,27578,134.8
5-02-2019,581.48,1326.6,1029.5,5247.9,1865,69.93,104.7,2481,154.22,9326.9,6600,2517,1376,7100,6.042,53,1131.7,298.26,41144.55,19.059,394,1819.8,1280,184,9410,27464.71,135.03
6-02-2019,584.8,1340,1034.8,5220,1880,69.26,104.7,2427,152.78,9250,6400,2515,1400,7260,6.088,52.72,1138,297.1,40673.81,19.209,393.12,1830,1220,183.98,9354,27584.9,134.3
7-02-2019,577.36,1347,1030,5179,1890,69.79,103.8,2460,154.31,9210.5,6512.6,2512.9,1399.8,7485,6.032,52.7,1131.5,294.11,40464.59,19.303,392.99,1810.8,1231,183.98,9411,27523.82,133.95
8-02-2019,563.6,1324,1028.2,5118,1871.1,69.1,103.8,2383.1,154,9128,6510,2510,1392.9,7571,5.941,52.26,1111.3,290.1,40431.47,19.134,395,1815,1210,181.97,9317.3,27082.46,134.5
11-02-2019,563.16,1301.6,1030,5160,1892.1,69.68,103.2,2350,153.5,9220,6241,2505,1389.2,7425,5.941,52.32,1122.8,290.21,40405.31,19.312,397.89,1815,1210,181,9390,26846.02,135.22
12-02-2019,565.35,1304.9,1024.9,5248,1900,70.94,104.14,2357.9,153.15,9099.6,6389,2500,1380.8,7255.1,5.944,52.97,1105,290.27,40098.46,19.527,396.15,1809.5,1208,180.07,9358,26155.41,135.5
13-02-2019,573.96,1317,1030,5264,1909.1,69.9,104,2355.3,152,9010,6300,2509,1393.8,7326.8,5.93,53,1112.7,290.54,39855.24,20.146,396,1843.2,1220,181.29,9388,26501.21,135.75
14-02-2019,570.89,1314.1,1028.4,5263.9,1925,69.84,104.7,2350,152.5,9020.2,6320,2495,1402.1,7350,5.856,52.39,1106,288.03,39582.39,19.94,396,1803,1212,177.83,9309,27190.83,133.88
15-02-2019,574.29,1304.7,1029.2,5250,1927.9,71.59,104.01,2340,155,9220,6381,2482,1410.1,7131.2,5.93,52.01,1129,290.51,39314.76,19.874,398,1852.4,1230,176.28,9320,27190.83,134
18-02-2019,570,1309.7,1026.6,5255,1927.9,71.3,103.51,2327.3,153.52,9084.9,6500,2491.2,1406.1,7180.1,5.905,52.02,1121.8,287.98,38966.94,20.614,394.22,1815,1215,176,9195,26895.28,134
19-02-2019,568.82,1304.1,1049.1,5258.8,1929.3,72.2,103.83,2377,152.11,9057,6550.3,2484.7,1418.9,7250.2,5.918,51.97,1144,285,39228.46,20.614,402.49,1820,1239,176.01,9181.9,26695.29,133.79
20-02-2019,569.91,1317,1060,5239.9,1919.2,72.8,103.84,2420,153.99,8935,6718,2486,1421,7250,5.911,51.97,1142.6,285,39402.81,20.849,407.8,1848.9,1280,179.98,9164,27259.79,133.9
21-02-2019,569.32,1312.8,1060,5318,1920,73.09,104.95,2423.9,154,9054,6780,2478.1,1445,7205,5.883,52.48,1144,287.58,39306.92,20.333,408,1830,1266.9,179.47,9243,27914.93,133.9
22-02-2019,582.26,1311.2,1055.6,5328.9,1920,72.98,105.16,2459.5,154.99,9169.8,6840.1,2490,1449.1,7240,5.928,52.85,1142.8,287.7,39917.14,20.24,404,1827.3,1279.9,179.3,9394.9,28422.3,135.8
25-02-2019,578.43,1309.3,1039.9,5319,1928.6,72.7,105.5,2451,153.56,9150,6921.4,2499.7,1443.7,7290,5.921,52.15,1138.2,288.2,40144.66,20.221,401.98,1830,1264.9,180.15,9356,28688.3,135.39
26-02-2019,576.96,1313.2,1040.2,5280,1935.3,71.99,105.5,2488,153.5,9181,6950,2470,1437.4,7265,5.912,53,1137.1,287.64,40142.05,20.08,395.6,1827.9,1259,178.39,9400,28373.04,134.4
27-02-2019,557.02,1297,1025,5155,1935.3,70.7,105,2430,151.28,9008.9,6950,2435.9,1428.6,7275.9,5.884,52.69,1106.6,285.26,39925.86,20.146,393,1823,1250,177.24,9400,28372.05,120.56
28-02-2019,552,1305.3,1012,5100,1910,68.81,104.11,2460,151.5,8900,6900,2455,1406,7229.9,5.754,52.3,1095.9,287.9,39089.85,20.052,384,1800,1221,176.55,9275,26846.02,114
1-03-2019,557.18,1300,1021.2,5115,1930,69.88,103.01,2400,150.01,8912.1,6860.1,2457,1438.7,7222.2,5.773,52,1102,285,39107.29,20.137,388,1838,1225.2,177.57,9419,25693.36,113.98
4-03-2019,559.66,1285.1,1023.1,5080,1915,69.5,103.6,2364,152,8820,6905.2,2411.1,1433.1,7099.9,5.791,52.03,1085.4,284.4,39143.03,19.921,390,1815,1224.9,175.55,9281.1,25217.52,112
5-03-2019,560,1289.1,1028.1,5102,1920,69.03,102.01,2380.2,153.4,8790,6852,2390,1435,7270,5.746,51.87,1080.9,283,39228.46,20.343,386.5,1821.4,1213.3,175.41,9260,25417.52,111.51
6-03-2019,560,1289,1025,5124,1920,68.85,102.8,2380,153.43,9000,6978,2395,1430.1,7565,5.791,52,1070.9,283.48,39664.33,20.324,385.93,1825,1229.9,172.03,9395,25338.7,111.8
7-03-2019,565.61,1290,1022.4,5150,1920,68.96,103.38,2365,151.52,8950,7146.9,2400,1432.1,7660,5.671,51.89,1078.8,282.96,39307.79,20.033,386.9,1798.3,1220,171.38,9498,25003.74,113.91
8-03-2019,578.43,1274.3,1019.6,5120,1915.1,69.3,103.4,2385,152.89,9005,7115.2,2366,1416.1,7427.2,5.694,51.39,1080.3,283.93,39058.47,19.902,386.9,1797,1221,171,9433,24954.48,119.1
11-03-2019,573.03,1279,1018.2,5150,1915.1,69.54,104,2400,152.01,8965,7150,2385,1415.8,7511.1,5.693,51.55,1074.5,283.97,38972.17,20.446,382.9,1811.1,1255,170.67,9560,25195.85,119.2
12-03-2019,574.03,1279.6,1017,5161,1915,68.9,104.14,2369,152.5,8980,7131,2415,1426.8,7600,5.625,51.5,1070,282.91,39054.98,20.277,383.5,1820,1230,171,9412.1,25714.05,119.41
13-03-2019,574.41,1290,1019.6,5100.1,1907.4,69.1,104,2349.9,153.15,8890,7197,2439.9,1423.1,7811,5.615,51.71,1057.9,285.49,39245.9,20.427,387,1808.9,1225,172.5,9525,26481.5,121.8
14-03-2019,565,1294.7,1016.4,5022,1907.4,69.9,102.9,2327.9,153,8830,7168.9,2460,1420.9,7830,5.495,51.9,1049.9,285.7,39202.31,20.427,387.95,1820,1210,172.5,9543.9,26588.89,122.93
15-03-2019,565,1295,1020,5148,1878.6,69.54,102.95,2338.4,153.1,8850,7110,2445.1,1420,7895,5.594,52.5,1036.3,278.12,39227.59,20.596,383.1,1869,1214.9,173.05,9558,26797.75,124
18-03-2019,568.87,1309.9,1022.5,5120,1878.6,69.89,103.5,2350,153.9,8850,7125,2466,1417.9,8033,5.597,52.2,1053,280.5,39227.59,20.708,386.7,1819.8,1222.8,173.48,9610,26205.66,125
19-03-2019,570,1295,1018.3,5100,1878,69.79,102.94,2320,153.02,8800,7125,2480.6,1420,8000,5.577,51.85,1056.2,281,39306.92,20.689,388,1810,1217,171.43,9570,26205.66,123.61
20-03-2019,578,1290.1,1020,5050,1822,69.18,102.7,2270,152.51,8650,7035.5,2475.2,1419,7699,5.532,51.36,1049,282.9,38792.59,20.399,385.55,1800,1212.5,170.04,9502.1,25427.37,121.65
21-03-2019,575,1298.7,1015,5089,1822,69.37,103.79,2288,153.29,8700,7130,2485,1410.6,7683.8,5.569,50.99,1045,279.98,39097.7,20.305,388,1800,1212.7,173.06,9680,25860.84,120.4
22-03-2019,570,1270,1011.4,4950,1822,69.15,103.89,2270,153.74,8648,7000.1,2478,1380.2,7601,5.495,50.84,1025.2,278.73,38879.76,20.521,388,1800,1195,173,9680,25550.51,118.9
25-03-2019,565.01,1280.3,1013,5018,1830,69.68,99.3,2258,152.99,8598,7000,2470,1370,7816.5,5.411,50.18,1023,276.06,39214.51,20.577,385,1757,1175,171.1,9700,25580.07,119
26-03-2019,562.6,1287,1029.4,4950,1830,69.7,99.87,2278,153.3,8630,6926,2475,1377,7775,5.414,49.95,1029,278.22,38594.7,20.727,385.41,1770,1190,172.14,9670.1,25267.77,120.42
27-03-2019,562.19,1285.3,1019.3,4921,1816.3,69.21,99.26,2300,152.8,8600,6994.8,2455,1386.2,7721,5.387,50,1025,277.94,38792.59,20.989,385.2,1790,1174.5,172.9,9550.6,25226.39,119.8
28-03-2019,555.08,1285,1032.2,5045,1800.1,69.9,99.2,2344,153.7,8600,7069,2450.9,1400,7930.5,5.426,50.3,1022.7,277.98,38878.02,21.195,386,1809,1177,174.9,9700.2,25466.77,121.5
29-03-2019,555.23,1309.5,1040,5060,1800.1,71.3,100.19,2400,153.8,8639.9,7086,2485,1417.5,8080,5.56,51.19,1025,276.5,37924.33,21.439,386.9,1820,1178.1,177.01,9742.1,25761.34,120.98
1-04-2019,556.63,1308.3,1029.7,5040,1845,70.8,99.67,2380,153.5,8732,6970,2470,1424.3,8163.1,5.449,51.02,1043.3,277.24,38443.89,21.551,385.33,1825,1185,175.23,9752.1,25762.33,120.82
2-04-2019,555.79,1289.3,1024.1,5008,1881.8,70.24,98.6,2318,152.8,8580,6974.9,2437.9,1434,8135,5.421,50.46,1040.1,275.1,38445.64,21.458,384,1818,1200.5,173,9659.8,25303.23,117.84
3-04-2019,566.97,1291,1012.8,5020,1862.1,69.51,98.81,2322,151.2,8632,6937.4,2444.9,1432,8070,5.467,50.95,1046.5,273.79,39054.11,21.27,382.88,1776,1259,174.01,9550,24974.19,117.34
4-04-2019,573.8,1320,1010,5040,1842.4,70.45,99.5,2356,152,8762.5,7020,2429.4,1435.1,8050,5.467,51.7,1072.9,273.95,39925.86,21.364,382.5,1800,1280,175.24,9760,25343.63,119
5-04-2019,574.43,1325,1009.8,5050,1833.5,70.45,99.29,2320,152.5,8749.9,7001,2448,1425.5,8000,5.408,51.4,1075.2,272.51,39665.2,21.261,381,1800,1300,175.6,9455,25333.78,116.51
8-04-2019,575.5,1327.9,1020.1,5076,1830,70.11,99.27,2317,153,8748,7116,2475.5,1470,8134.9,5.458,51.96,1094,274.8,39925.86,21.364,383,1793.9,1340,177.41,9543.6,25315.06,115.8
9-04-2019,580,1323.5,1028,5070,1824,70.5,99.6,2312.7,153,8799,7200,2479,1457,8279,5.449,51.16,1085.3,274.55,39795.09,21.252,381.57,1810,1346,179.2,9580,25200.78,116.98
10-04-2019,580.14,1311.9,1025.5,5080,1825,70.37,99.65,2298,152.8,8700,7200,2480,1455.9,8330,5.408,51,1084.8,278.94,39925.86,21.167,382.95,1800,1350,183,9486.7,25210.63,117.5
11-04-2019,578,1310,1033.8,5048.9,1824.5,69.79,99.64,2306.9,152.78,8702,7120,2464.9,1406,8161,5.421,50.4,1071.3,278.63,39870.06,21.242,382,1784.1,1345,183.49,9427.8,24826.41,118.2
12-04-2019,580,1325.1,1025.3,5000.1,1824.6,69.8,98.72,2301,152.79,8676.1,7124,2469.8,1441.3,8121,5.458,50.5,1072,276.5,39533.57,21.149,382,1805,1341.2,183.05,9496,24447.12,118.2
15-04-2019,588,1325,1025.1,5000,1820,69.75,98.9,2304,152.11,8550,6970,2470,1470,8199,5.432,50.52,1071.2,277.6,39228.46,21.28,382,1822,1366.8,182.06,9505,24333.82,117.7
16-04-2019,594.9,1312.5,1034.3,5040,1820,69.99,99.49,2292,153.4,8599,7009.8,2477.9,1475.1,8150,5.529,51.15,1065,277,39489.98,21.205,382.8,1826.5,1377.6,183.86,9497.7,24465.84,118.7
17-04-2019,594.95,1320,1027,5021,1818.8,69.69,99.59,2289,153.7,8629,7070,2474.8,1482.9,8245,5.587,49.14,1070,277.46,39815.14,21.355,382.9,1827,1395.9,183.95,9500,25220.48,117.98
18-04-2019,593,1306.7,1029.7,4972.8,1810,69,100.29,2265,153,8660,7041,2473.7,1486,8200,5.59,48.78,1090,275.37,39742.79,21.336,387.9,1820,1385.9,182.49,9587,24875.67,118.41
19-04-2019,593,1306.7,1029.7,4972.8,1810,69,100.29,2265,153,8660,7041,2473.7,1486,8200,5.59,48.78,1090,275.37,39742.79,21.336,387.9,1820,1385.9,182.49,9587,24875.67,118.41
22-04-2019,586.18,1305,1035.8,5009.9,1835.1,68.6,100,2266.8,153,8600.1,7040.6,2446.6,1490,7930,5.587,48.98,1070,274,39378.4,20.989,384.75,1840,1350,182,9576.4,24186.05,118.4
23-04-2019,589,1306.2,1044.9,4984,1810,68.88,99.98,2225,149.37,8585,7041,2430,1435,7935,5.588,48.98,1079.1,274,39315.64,20.867,385.95,1845,1314,179.2,9620,23989.01,120
24-04-2019,591.78,1290.5,1035.9,4940,1801.1,69.4,99.59,2239.5,149,8494,7025,2449,1425,7832,5.539,48.99,1054.8,274.06,39734.07,20.98,382.01,1844,1300,178.99,9270,23786.07,120.8
25-04-2019,583.94,1290,1036.1,4968.9,1801.1,69.29,99,2244.9,148.5,8420,7028,2425,1430.2,7710,5.525,48.78,1050.1,274,39334.81,20.792,382.9,1831.6,1269,178.75,9250.1,23547.65,120
26-04-2019,599.55,1289,1032.2,4989.8,1805,68.99,99.32,2240,149.9,8419,7069,2400.1,1447,7770,5.55,48.47,1049,275.16,39619.87,20.633,388,1844,1300,178,9309,24136.79,120.29
29-04-2019,585,1290,1039,4955,1825,67.68,99.27,2280,150.89,8370,7060,2410,1438.8,7730,5.513,48.35,1048,275.48,39307.79,20.614,388,1841.7,1276,178.19,9250.1,23854.04,119.61
30-04-2019,583.32,1299,1044.9,4999.9,1825,68.25,99.37,2279.8,151.4,8500,7092.8,2418,1426,7738,5.606,47.6,1056.6,274.58,39312.15,20.258,389.99,1870,1285,178.7,9360,23790.99,118.85
1-05-2019,583.32,1299,1044.9,4999.9,1825,68.25,99.37,2279.8,151.4,8500,7092.8,2418,1426,7738,5.606,47.6,1056.6,274.58,39312.15,20.258,389.99,1870,1285,178.7,9360,23790.99,118.85
2-05-2019,583.33,1281,1043.4,4940,1825.1,67.01,99,2206,137.2,8361,7006,2419.9,1419,7685.4,5.432,47.54,1060,274.38,38810.9,20.024,392.25,1870,1266.1,176.1,9250,24283.58,116.62
3-05-2019,575.01,1285,1048.8,4900,1825,66.07,99.2,2150,137.98,8366,6905.3,2425,1390,7660,5.421,48.15,1041.9,273.1,39054.98,19.837,396.99,1880,1262,176.1,9200,24186.05,117
6-05-2019,575.43,1280,1045,4820,1788,66.2,99.17,2135,137.3,8177,6904.7,2419,1397,7399,5.41,48.6,1028,268.14,38966.07,19.659,398.8,1878,1270,173.63,9236.6,24137.77,116.6
7-05-2019,565,1269.8,1040,4730,1781.6,65.55,98.84,2099,137.9,8050.1,6950,2420,1371.8,7177.1,5.376,48.8,990,267.49,38670.55,19.518,399.6,1879.9,1264,173.63,9200,23737.79,116
8-05-2019,559.85,1253,1038,4758,1790,64.3,98.97,2070.4,137.21,7937,6933,2416,1375,7036.1,5.316,48.45,976.76,265,39331.33,19.565,395.25,1871.9,1265,177.24,9058.9,23175.26,115.04
9-05-2019,551,1249,1034.8,4708,1790.2,64.48,98.5,2160.1,134.2,8050,6811.3,2400.1,1370,7070,5.264,48.5,958.53,265.09,38491.84,19.959,394,1860,1245,177.89,9060,23203.83,113.51
10-05-2019,553.28,1234.7,1034.6,4670,1790.5,65,97.71,2155,132.51,7958,6870,2401.1,1380,7101.9,5.231,48.65,947,266.54,38924.22,19.827,395.25,1850,1230,179.66,9152,23585.09,114.9
13-05-2019,532.51,1229.3,1035,4680,1790,60.5,96.76,2085,126.5,7761,6706,2390,1365,6810.1,5.152,48.1,930.76,264.65,38444.76,19.527,397.5,1802.1,1230,175.01,9155.6,23250.13,107.7
14-05-2019,546.7,1249.9,1044.9,4760,1790,61.33,97.8,2072,131.49,7785,6801.2,2389.9,1393.9,6720,5.125,48.9,941.5,268.13,38792.59,19.284,396.5,1867.7,1240,177,9301,23397.91,108.2
15-05-2019,540,1230.1,1040,4702,1799.9,61.4,98.95,2075,132,7661,6741,2405,1400,6850,5.192,49,938.02,269.5,38679.26,18.74,395.5,1850,1240,178.01,9232.1,23259.98,107.77
16-05-2019,539.98,1227.9,1042,4620,1797.4,61.12,98.69,2041,128.7,7530,6800,2400,1430,7010,5.272,48.81,937.99,275.8,38696.7,19.424,394.99,1840,1241.1,181.98,9250.1,22954.58,107.16
17-05-2019,536.25,1220.8,1039,4575,1798,61.25,97.52,2000,129.01,7411,6770.1,2390.1,1451.9,7020,5.245,48,924.9,273.99,38574.65,19.171,376.5,1844.3,1220.3,181.98,9101.4,22265.94,107.1
20-05-2019,532.44,1207.2,1043.9,4510,1798,61.3,98.22,1978,129.5,7350.1,6850,2386,1410.1,6934.4,5.246,48.31,937.93,270.12,38357.59,18.862,380,1843,1204,179.52,9135.3,22363.47,107.91
21-05-2019,532.44,1207.2,1043.9,4510,1798,61.3,98.22,1978,129.5,7350.1,6850,2386,1410.1,6934.4,5.246,48.31,937.93,270.12,38357.59,18.862,380,1843,1204,179.52,9135.3,22363.47,107.91
22-05-2019,540,1190,1049.7,4500,1809,61.9,98.76,1935.3,128.5,7335,6870,2383.4,1387.1,7225,5.171,48.42,934.83,272.3,38509.27,18.993,380,1840,1220,180.71,9239.9,22461.99,107.71
23-05-2019,521.43,1170,1005.2,4500,1804.6,61.7,99.61,1888,127,7311,6805,2381.7,1407.3,7161.1,5.041,48.8,929,270.51,38383.74,18.975,382.49,1840,1220,180.49,9150,21058.12,108
24-05-2019,518.54,1180.9,998.93,4430,1810,62.2,99.73,1850,128.39,7197.8,6800.1,2396,1412.5,7300,5.096,48.82,927.17,273.81,38422.1,19.499,383.5,1835.6,1228.1,180.49,9116,20491.64,108.38
27-05-2019,521.86,1188,999.89,4360,1810,61.84,99.27,1824,127.76,7062.2,6735,2360,1425.1,7350,5.098,48.4,930,273.47,38487.48,19.359,382,1843.9,1222.2,179.25,9115,19999.05,108.12
28-05-2019,511,1165,985.99,4250,1809.5,61.19,99.2,1790,127.72,7010,6661,2360,1430,7205.2,4.92,47.86,929.98,273,36613.23,19.378,380,1815.2,1235.5,179.02,9178.8,19757.68,108.3
29-05-2019,520.05,1182,998.73,4290,1810.3,62.59,99.39,1819.9,130,7084,6700,2340.4,1418.5,7200,5.049,48.6,933,272.98,38531.07,19.04,390,1820,1272.4,177.99,9399,20294.61,110.71
30-05-2019,508,1173,1009.9,4310,1809.4,63.5,99.7,1880,130.92,7380,6750,2328.7,1390,7103,5.087,49.35,938.27,271.76,38837.92,19.115,385.01,1828.5,1300,178.1,9473.8,20934.97,111.98
31-05-2019,505,1180,990.04,4280,1817,64.98,101.86,1885,133.5,7340.2,6769,2359.8,1410,7041,5.118,49.96,926.08,268,39664.33,18.937,391.5,1850,1290,178.22,9599.7,21084.72,113
3-06-2019,514.92,1204.6,1014,4289,1830,65.15,100.99,1879,135.88,7399.8,6980,2399.9,1418.4,7090,5.143,49.98,940.1,268.96,40100.2,19.106,398.6,1858,1313.1,178.5,9588.7,21673.85,113.79
4-06-2019,515.11,1220,1022.6,4277.9,1810.5,65.25,100.01,1886,137,7473,6960,2429.9,1408,7144.9,5.208,49.52,940.5,269.02,39578.03,19.49,392.02,1816.1,1295,178.35,9503,22165.45,114.05
5-06-2019,517.18,1216.9,1024.4,4270,1810.5,65.1,98.2,1840,135,7238,6950,2405,1413,7100,5.144,49.68,944,269.59,39925.86,19.293,395.94,1859,1262,176.4,9574.6,21526.07,111.23
6-06-2019,518,1218.9,1025.2,4248,1801.3,64.08,97.2,1808,133.5,7120.1,6900,2439.8,1392,7021.5,5.179,49.39,933,265.61,40100.2,19.228,391.98,1850,1263,176.98,9430,21476.82,111.5
7-06-2019,533.26,1236.2,1020,4249.9,1800,64,98.22,1809,133.2,7125,6806,2400,1399.2,7201,5.276,49.95,935.62,268.2,39499.57,19.125,395.82,1855.7,1280,176.57,9350,21279.78,113.59
10-06-2019,544.37,1240.1,1025,4289.9,1779.5,65,98.4,1823.9,136.9,7190,6891,2401,1432.7,7296,5.421,50.75,946.27,275.23,40439.31,19.321,398.48,1877.1,1314.9,178.8,9530,21792.07,114.5
11-06-2019,542.18,1274,1031,4340,1779.5,65.12,99.33,1846,135.5,7305,6999,2428,1447.1,7425,5.373,51.5,966,279.57,40536.08,19.687,399.1,1915,1346,177.69,9570,22491.55,114.92
12-06-2019,531.15,1268,1049.9,4370,1776,64.55,99.5,1849,134.5,7328,6980,2422.8,1454.5,7400.1,5.319,51.5,956.05,278.88,40684.27,19.518,399.01,1920.6,1362.1,178.27,9700,21871.87,115.88
13-06-2019,521.1,1251,1050,4400,1776,64.9,99.98,1844.1,136.29,7343,6860.1,2460,1450,7425,5.263,51.3,936,281.51,40283.27,20.005,402.8,1910,1374,179.06,9699.9,22092.55,115.51
14-06-2019,521.63,1265,1049,4364.8,1777.5,64.6,100,1858,135.83,7290,6888,2432,1436,7400,5.328,51.49,936,280.51,40448.9,20.052,403,1906.9,1375,177.74,9525.9,21548.73,116.48
17-06-2019,521.39,1248,1049.9,4330,1777.6,64.25,98.61,1831.5,136,7185.1,6740,2415,1430,7375,5.235,50.7,928.41,280.12,41015.54,20.127,401.15,1905.1,1358,178.93,9500.3,21685.67,115.9
18-06-2019,524.26,1241,1047,4285,1780,64.5,99.2,1822,137,7180,6635,2426,1426.6,7579.8,5.221,50.9,922.94,284.94,41146.3,20.708,405.49,1901,1382,178.13,9520,21624.59,116.9
19-06-2019,535.01,1228.1,1040,4285,1780,64.7,99.34,1830,138.5,7165,6775,2422.1,1430,7611,5.179,50.72,917,282.5,41141.94,20.83,405.19,1890.1,1357.6,177,9520,21348.74,115.88
20-06-2019,544.56,1238.6,1042.8,4290,1775,64.86,100,1849.9,140.8,7220,6750,2450,1455.1,7740,5.253,50.47,940,285,41145.43,21.045,404.9,1900,1354.9,180.91,9519.9,21271.9,117.23
21-06-2019,548.99,1267.9,1060.1,4300,1776,64.5,100.02,1890,141.79,7250,6808.6,2470,1460.1,7631,5.282,50.1,940,286.59,40771.45,21.055,402.41,1900,1328.5,180.9,9467.7,21200.97,117.99
24-06-2019,549.71,1290,1047.1,4388,1782.2,65.1,101.5,1890,141,7450,6930.8,2480,1458,7640.1,5.226,50.34,950.5,286.03,41407.82,21.448,401.51,1900.1,1360,181,9490,20779.31,116
25-06-2019,543.78,1289,1050.4,4500,1785,65.35,101.2,1882,141,7430,6948.9,2485,1446,7650,5.254,50.69,949.54,285.7,41407.82,21.223,405.22,1914,1348.6,181.87,9464,20526.12,116.24
26-06-2019,541.16,1278,1052.7,4445,1785,65.1,100.73,1880,139.55,7350,6939.2,2497,1445.9,7769,5.264,51.2,947,280.76,41048.66,21.411,402.13,1905,1340,182.04,9425.9,20747.79,115.97
27-06-2019,545,1273,1054.9,4449.9,1785,65.34,99.9,1861,140,7331,6930,2467,1440.2,7825,5.328,50.63,945,280.27,41048.66,21.739,403,1905,1340.1,182.58,9400,21132,115.8
28-06-2019,540.01,1249,1050,4424.9,1788.3,64.4,99.9,1860,140,7424,6900.2,2446.9,1435,7766,5.243,50.5,944.53,277.22,40754.01,21.917,400,1880.9,1330,180.3,9549.9,20737.93,119.51
1-07-2019,541.61,1237,1057.9,4401,1792,64.5,99.62,1830.1,139.5,7265,6851,2439.9,1430,7880,5.28,50.85,946.2,279,40631.97,22.779,410,1880,1350,180,9480,20491.64,119.35
2-07-2019,537,1211,1045,4370,1800,64.17,99.5,1815,139,7100,6721,2406,1415,7820,5.199,50.65,929,274,40681.66,22.863,399,1890,1331.1,180.7,9430,20008.9,117.75
3-07-2019,536,1219,1049.6,4430,1801,65.33,100.19,1830,139.4,7099.5,6949,2436,1429.3,7923.8,5.234,51.15,936.99,274.08,40869.08,22.957,406.17,1901.7,1367,181.17,9549.9,20196.09,117.75
4-07-2019,536,1238,1049.6,4425,1802,65.02,100.19,1841,137,7125,6945,2423.1,1429.8,7879,5.208,51.13,940,274.99,40971.08,23.238,404.75,1915,1357,181.16,9600,20294.61,117.5
5-07-2019,540.84,1237.2,1038.1,4430,1800.2,65.3,100.65,1848,136.88,7290,6900,2457,1417,7712,5.161,51.49,940,272.1,40919.64,23.229,405.35,1910,1340,179.99,9779.9,20324.16,117
8-07-2019,533.79,1222.4,1039,4485,1801.1,64.9,100.73,1835,134.01,7200,6899,2473.8,1422.5,7779.7,5.151,51.3,940,274.06,40971.08,22.788,405.5,1911.1,1371,182,9715,19949.79,115.5
9-07-2019,527.1,1235,1042.6,4458,1801,64.79,100,1835,133.5,7100,6879,2464,1423,7710,5.118,50.99,931.81,273,40919.64,22.535,406.9,1908.7,1375,181.48,9760,19603.01,116
10-07-2019,530.15,1237.1,1048,4456.9,1803.2,64.77,99.68,1822.3,133.5,7040,6898,2475,1443.7,7762.1,5.113,51,944.91,271.98,41168.09,22.442,406,1918,1420,182.97,9935,19585.28,116
11-07-2019,520.66,1233,1044,4469,1852.1,64.6,99.85,1825,132,6995,6890,2459.9,1430,7835,5.161,51,955,272,41146.3,22.011,406.2,1936.6,1449,182.9,9955,19800.05,116.3
12-07-2019,525.96,1239,1042.1,4500,1860,64.15,99.86,1815,131.82,7015,6820,2467,1423.6,7840,5.133,51.26,974.07,271.72,40796.73,22.395,406,1934.9,1421,182.9,9805.1,20284.75,115.23
15-07-2019,527.83,1220,1038,4499,1893.3,64.22,100.69,1829.9,132.58,7049,6820,2465,1410.2,7823.7,5.161,50.8,993.28,270.3,40971.95,22.123,407,1934.9,1408,182.97,9925,20472.92,115.7
16-07-2019,527.83,1220,1038,4499,1893.3,64.22,100.69,1829.9,132.58,7049,6820,2465,1410.2,7823.7,5.161,50.8,993.28,270.3,40971.95,22.123,407,1934.9,1408,182.97,9925,20472.92,115.7
17-07-2019,532.55,1225,1038,4500,1879.8,63.65,100.65,1825,131.8,7030,6666,2433,1419.7,7640,5.115,51.11,975,273.9,40405.31,21.551,407,1915.2,1398.9,183.2,9870.1,19999.05,116
18-07-2019,534.81,1218,1039.4,4425,1841.2,63.25,100.56,1815,130.5,7001,6655,2458,1418,7410,5.115,51.2,956.19,273.91,40492.49,21.252,407.5,1914.9,1405,183.62,9899,20145.84,116.07
19-07-2019,535.22,1220,1037.5,4399,1850.6,63.74,101.74,1800,130.6,6850,6585,2467,1418,7498.8,5.122,51.9,960,274.2,40622.38,21.439,407,1915,1391.1,182,9815,20787.19,117.22
22-07-2019,524,1205.9,1007.8,4394,1850,62.3,100.55,1805.8,130.01,6844.8,6570,2468.9,1421.4,7330,5.115,51.27,941,273.49,40492.49,21.355,398,1915,1410,183.07,9778,20974.38,117.26
23-07-2019,517.82,1209.5,994,4410,1845,62.5,99.7,1755.6,130,6673,6510,2433,1445,7270,5.151,50.92,959,272.45,40100.2,21.158,388,1919,1394.5,183,9692.6,20963.54,117
24-07-2019,514.97,1204,970,4410,1845,62.21,99,1699,131.06,6531,6412,2411.3,1438,7184,5.096,51.01,975,270,40244.73,21.551,385.02,1900.1,1397,180.05,9630,20766.5,116.4
25-07-2019,514.88,1248,992.7,4470,1845,62.8,100.98,1623,131,6438,6398,2443.1,1424.7,7298,5.115,51.8,963.93,268.51,41303.99,21.364,393,1902,1399,180.44,9759.9,20590.16,117.01
