Date,RIPLEY CC Equity,ECL CC Equity,IAM CC Equity,FALAB CC Equity,QUINENC CC Equity,ENELCHIL CC Equity,CHILE CC Equity,CMPC CC Equity,COLBUN CC Equity,COPEC CC Equity,ENTEL CC Equity,ANDINAB CC Equity,CONCHA CC Equity,CAP CC Equity,ITAUCORP CC Equity,BSAN CC Equity,SONDA CC Equity,SECUR CC Equity,BCI CC Equity,VAPORES CC Equity,AGUAS/A CC Equity,PARAUCO CC Equity,CENCOSUD CC Equity,SMU CC Equity,CCU CC Equity,SQM/B CC Equity,ENELAM CC Equity
11-02-2020,362,1099.9,749,3155,1403,77.99,80.5,1910,118,7590,5220,2050,1400,5088,3.539,39.8,639.9,185.5,32704.52,23.894,304,1915.9,1030,142,7490,23447.17,150.7
12-02-2020,353.24,1132.5,743.71,3150,1418.8,77,80.8,1950,116.62,7740.1,5145,2032,1390,5161.7,3.517,40.01,630,185.81,32613.67,23.894,302,1900,1030,140.03,7335,24137.77,149
13-02-2020,341.7,1145,742.5,3163,1410,77.29,80,1967,116.21,7719,5150,2037.6,1400,5095,3.529,40,620,184.4,32613.67,23.857,304,1900,1025,140.03,7395,24176.19,146.99
14-02-2020,344.28,1144.8,739.16,3159.3,1410,77.2,80.78,1959,116.97,7690,5160.4,2035,1385,5144.2,3.506,39.54,625,183.96,32878.03,24.672,306,1920,1017,140.03,7126,23910.2,149.2
17-02-2020,345.55,1142.9,740.1,3150,1431,76.51,80,1931,117.84,7600,5037.2,2030.3,1380,5170,3.475,39.11,626.39,182.99,32704.52,24.166,305.01,1901.6,1021.9,140.28,7152.5,24186.05,147.79
18-02-2020,340.04,1116,745.02,3116,1431,75.3,78.2,1870,114.5,7399,4980,2010,1380,5035,3.355,37.88,625.6,181.2,31886.9,23.735,305.12,1880,995,138.39,7115,23338.8,147
19-02-2020,340,1147,745,3079,1438.1,74.99,77.19,1830,114.01,7338,4899,2040,1372,4940,3.308,37.64,612.15,179.64,30887.6,23.707,306,1882.8,997.51,135.48,6951,23900.35,146.8
20-02-2020,338.8,1133.1,744,3049,1459.4,75.2,78.5,1800.8,113.01,7200,4825,2020,1363.6,5100,3.243,37.9,600,176.73,30887.6,23.828,303.5,1877,1000,135.48,7041,25604.7,147
21-02-2020,341.76,1118.1,760,3020,1448.7,76,77.15,1815,114.33,7240,5037.5,2015,1368.2,5038.4,3.271,38.39,607.88,175.78,30795.85,23.641,296,1900,1016,135.08,6901,25073.69,147.22
24-02-2020,335.25,1125.8,757.99,2999.9,1448.7,74.85,76.09,1760,113,6961,4840.5,1970.7,1339.5,4810,3.188,37.24,599.98,173.63,29766.56,23.144,290.01,1860,994,131.8,6699.9,24039.26,146
25-02-2020,334.59,1086.1,749.9,2915,1448.7,75.24,76.2,1713,110,6780,4798.9,1900,1312.2,4780,3.16,36.77,600.65,170.09,29343.22,23.079,286.98,1792.8,965,127.97,6617,23723.01,144.99
26-02-2020,334.59,1080,745,2820,1426.9,74,76.91,1701,107,6601,4703,1982,1301,4705,3.058,37.3,594.33,167.08,28989.83,23.294,284.16,1745,969.99,127.75,6530.2,22907.29,141.65
27-02-2020,331.68,1080,733.36,2775.1,1426.9,73.74,77.03,1720,106.95,6560.6,4625,2017.5,1290,4769,3.012,36.82,585.04,162.46,29068.86,22.919,278.2,1720,970,126.74,6555,22265.94,140
28-02-2020,320,1054.8,710.1,2720,1426.9,73,72.05,1650,102.7,6349,4304.6,1975,1354.5,4630,2.781,36.49,578.87,161.41,27707.99,22.479,280.01,1680,960,122.29,6144,21137.91,137
2-03-2020,326.94,1050,701.01,2915,1402.4,71.21,76.69,1685,105,6600,4490,2000,1338.6,4869,2.986,37.22,590,171.99,28843.57,21.739,271,1720,986,122.5,6480,22659.03,148
3-03-2020,326.74,1087,703,2869,1400,71.7,77.71,1690.1,104.1,6600,4400,2014,1320,4898,3.149,37.43,580.98,175.92,29343.22,22.011,270,1725,975,124.21,6455,22856.06,146.5
4-03-2020,326.75,1055,730,2880,1400,72.95,78.8,1740,106,6750,4453,2075,1308.6,4846.6,3.14,38.3,575,177.31,30163.56,22.001,272.1,1725,995,124.33,6635,23698.38,148.5
5-03-2020,319.85,1050,715,2840,1400,72.39,77.4,1700,106.5,6700.2,4430,2120.1,1275,4700,3.133,38.14,570,173.56,29979.14,21.982,269,1695,994.9,124,6538.2,23348.65,148
6-03-2020,313.92,1043.8,699.88,2722.1,1337.8,72,75.8,1681,103.01,6599.4,4385.1,2060.6,1249.2,4729.5,3.03,36.91,560,170.58,29170.61,22.039,267,1707.9,972.4,124,6325,22168.41,146.01
9-03-2020,306.18,1013.3,680.17,2600,1289.9,70,72.52,1575,99.99,6250,4350,1923,1213.8,4498,2.919,34.6,535,166.85,28480.18,21.729,258.99,1666,930,121.44,5940,20433.51,140
10-03-2020,317.1,1022.3,686.73,2570,1289.9,69.99,73.94,1600,102.1,6325,4405,1975.2,1225.1,4626,2.947,35.3,549.3,165.64,28709.12,21.917,258,1674,927.01,118.91,6113.8,20708.38,138.1
11-03-2020,316.34,994.92,677.71,2535,1239.7,69.96,72,1572,100,6265,4270,1990,1255,4500,2.919,35,544.78,167.92,27618.06,21.795,254.2,1650,939,117.6,5980,19705.47,132
12-03-2020,282.52,949.82,638,2421,1101,66.95,67.68,1500,95.7,5721,4005,1873.8,1175,4150,2.78,33.3,514.75,159,25900.16,21.458,233,1480,870,112,5810.1,18521.29,123.4
13-03-2020,292,953.84,644.99,2390,1117.3,68.5,69.51,1542,97,5816.1,3881,1924.9,1160.5,4300,2.808,33.81,520,162.35,26345.31,21.448,235,1480,850.01,114,5840,18422.77,124
16-03-2020,241.16,760,568.64,1920,992.33,60,63,1325,83,5099.7,3300.1,1605,1030,3500,2.317,29.5,468.4,148.63,23619.93,19.209,195,1130,740,110,5400,15477.1,107.5
17-03-2020,229.36,864,600,1880,989.79,58.5,65.86,1371.1,92,4850,3326,1785,1001,3450.3,2.502,31.05,449.07,145.1,24165,19.209,230.99,1060,710,112.05,5429.9,15979.54,107
18-03-2020,213.17,814.55,584.91,1678.9,902.18,54,59.8,1225,83,4401,2997.2,1600,968.32,2501.1,2.039,26.5,378,129.9,21440.54,12.931,222.6,925,600,112,5060,13792.45,92.81
19-03-2020,210.3,880.9,637.52,1670,875,55.2,69.9,1300,88.95,4411,3030,1630,1017.7,2750.1,2.103,29.3,400.84,134.11,21485.05,13.212,230.1,890,652,112.48,5499.9,14640.69,105.5
20-03-2020,200,950,620,1730,931.99,54.9,69.5,1286.2,92.39,4250,3160,1590,999.89,2800,1.901,30.9,417.23,139.58,22484.36,13.203,222,909.98,621,119.99,5350,13792.45,103.8
23-03-2020,180,846,533.2,1530,917.13,53,58.05,1280,82,4100.1,3160,1601,998.99,2599,1.974,29.55,419.65,134.86,21348.78,11.244,202.1,860,620,115.98,5270,13694.92,94.25
24-03-2020,179.97,820,565,1530,909.62,53.38,57.01,1328.5,81.1,4100,3200,1580,990.32,2800,1.673,26.75,400,130,21211.6,11.432,206.1,890,613.04,114.08,5010,15516.51,94.5
25-03-2020,172.46,864,605,1580,910.62,54.4,60.5,1430,83.5,4430,3379,1670,1020,3200.1,1.992,28.61,410.3,129.99,22984.01,12.865,220,945,671.1,113,5400,17841.52,105.5
26-03-2020,184,920.26,633.87,1581,940,53.51,63,1540,85,4530,3450,1760,1053.1,3275,2.224,29,445.77,131.94,24601.06,14.393,230.51,1069,734,116.03,5605,18225.74,102.1
27-03-2020,182,914.5,608,1590,911.56,53.7,64.11,1650,87,4800,3420,1760,1045,3200,2.121,29.28,430.23,130.24,25529.51,15.011,230.01,1097,765,116,5451,17245.49,99
30-03-2020,181.29,870,621.91,1656,945.56,53,66.7,1740,89,4945,3523,1730,1050,3500,2.066,30.9,420,133.4,25255.15,15.601,237,1110,811,120.07,5660,18619.81,99.51
31-03-2020,194.55,944,652,1886,990.47,58,69.1,1829,93,4900.1,3620,1898,1080,3671,2.056,33,449.37,142.64,26345.31,15.948,252,1200,890.11,129.14,5870.1,19250.32,104.6
1-04-2020,200,909.99,650.13,1820,990.07,57,69.8,1740,97,4840,3950,1800,1130,3620,2.131,33.15,430.96,135.99,25881.99,15.667,249.5,1180,880,128.98,5710,18102.59,100
2-04-2020,215,965,678.83,1932.1,1040.2,59.5,74.1,1774.9,105.8,5299.9,4110,1810,1120,3740,2.159,35.4,450.02,138.88,26617.84,16.445,262.72,1213.1,880,134.09,5900,18619.81,100.75
3-04-2020,225,965,662,1928,1054.9,61.79,75.9,1748,109,5439,4379,1840.1,1158.1,3696.2,2.159,35.3,473.38,138.53,26708.69,16.239,255.1,1270.1,883,132.42,5870,18337.06,118.11
6-04-2020,240,1025,672,1998,1080,63,77.99,1720,109.58,5430,4450,1925,1192.9,3950,2.261,36.3,500,144.53,27144.75,16.398,255,1278,889.01,135.99,6038,18472.03,121.69
7-04-2020,235,1009,656.01,1975,1114.6,62.5,76,1616,111,5110,4149,1871,1180,3815,2.205,35.98,516.19,145.97,26890.38,15.929,257.02,1268.4,866.1,135.5,6239,18580.4,126
8-04-2020,254.74,1006.2,635,2000.1,1150,63,73.01,1660.2,113,5056,4349,1900,1200,3881.6,2.215,35.05,520,148.43,26345.31,16.117,251.8,1316,904,135.37,5893.1,18918.32,135.02
9-04-2020,261.97,989.99,621,2100,1238.4,65.5,74.1,1621.1,116,5190.5,4448.9,1861,1185,3980,2.215,35.3,542.21,154.94,26531.54,16.398,249,1360,940,132.01,6410,19012.89,135.8
10-04-2020,261.97,989.99,621,2100,1238.4,65.5,74.1,1621.1,116,5190.5,4448.9,1861,1185,3980,2.215,35.3,542.21,154.94,26531.54,16.398,249,1360,940,132.01,6410,19012.89,135.8
13-04-2020,264.97,1020,650,2099,1200,65.97,74.55,1669.9,115.5,5299,4400,1906,1190.5,3924,2.278,35.48,575.6,153.16,26890.38,16.314,255.5,1410,950.1,138,6431,18913.39,136.5
14-04-2020,283.26,1090,670,2215,1209,66.05,74.87,1708.5,117,5400,4416,1950,1199,3970.1,2.326,34.86,590,150,26931.26,16.585,259.1,1456.3,990,140.59,6550,19309.43,137
15-04-2020,285,1020,660,2210,1200,67.8,72.9,1675,117.85,5280,4271,1865,1224,3871,2.233,33.59,570,144.4,26345.31,16.585,262,1380,974,138.01,6399,18718.33,136.51
16-04-2020,277.95,1040,651.02,2156,1184.2,65.15,72.51,1655,119,5100,4180,1881,1219,3900,2.196,32.01,543.78,141,25736.64,16.501,258,1355,969,135.13,6765,18130.18,136.79
17-04-2020,272.11,1025,654,2200,1199.9,65.5,71.1,1635.3,116.25,5121,4310,1890,1230,3950,2.233,32.8,555,144.11,25891.08,16.585,260,1380,975.1,138,6650,18683.84,136.5
