Date,KIMBERA.MF.Equity,GAPB.MF.Equity,CEMEXCPO.MF.Equity,ASURB.MF.Equity,GFNORTEO.MF.Equity,KOFUBL.MF.Equity,ACa.MF.Equity,VOLARA.MF.Equity,LABB.MF.Equity,FEMSAUBD.MF.Equity,OMAB.MF.Equity,GFINBURO.MF.Equity,AMXL.MF.Equity,ALSEAa.MF.Equity,ORBIAa.MF.Equity,PE&OLESa.MF.Equity,GRUMAB.MF.Equity,RA.MF.Equity,WALMEXa.MF.Equity,BOLSAA.MF.Equity,LIVEPOLC.MF.Equity,CUERVOa.MF.Equity,ELEKTRAa.MF.Equity,SITES1.MF.Equity,MEGACPO.MF.Equity,Qa.MF.Equity,GCCa.MF.Equity,BIMBOA.MF.Equity,GMEXICOB.MF.Equity,GCARSOA1.MF.Equity,TLEVICPO.MF.Equity,VESTAa.MF.Equity,ALFAA.MF.Equity,PINFRAa.MF.Equity
2-09-2019,39.59,185.56,7.37,290.94,106,115.8,104.79,17.97,17.26,180.3,116.8,24.88,14.29,43,36.88,247.65,185.56,91.87,55.99,35.81,102.82,28.53,1399.75,12.49,81.43,66.42,105.49,35.19,45.44,58.83,35.35,31,13.61,167.02
3-09-2019,39.76,183.41,7.08,288.84,105.43,117.98,103.84,17.48,18.01,180.17,117.28,23.83,14.33,43.17,35.86,251.06,186.81,89.49,56.3,35.9,102.36,28.51,1400.18,12.41,77.96,67.5,104.17,34.2,45.3,56.54,33.97,31.14,13.14,165.99
4-09-2019,40.76,183.01,7.39,288.41,107.01,118.01,105.18,18.76,17.82,182.16,115.99,23.76,14.44,42.59,36.3,252.72,186.45,88.37,57.57,36.25,103.28,28.22,1394.1,12.56,77.96,67.26,103.99,36.55,45.43,55.49,35.04,30.91,13.47,172.63
5-09-2019,41.96,185.96,7.65,294.53,108.27,118.94,105.41,18.95,17.88,182.03,118.21,24.2,14.26,42.76,36.96,249.97,187.7,91.03,58.94,37.07,105.54,28,1399.98,12.59,77.75,67.19,105.96,37.04,45.66,56.49,34.84,31.09,13.51,175.06
6-09-2019,40.97,187.68,7.47,295.8,108.32,120.15,107.51,19.87,17.49,182.77,117.74,24.58,14.15,43.3,38.09,246.9,189.02,93.67,58.16,37.13,107.11,28.49,1395.62,12.72,75.72,66.66,107.58,37.28,44.99,57.94,35.87,30.85,13.77,177.55
9-09-2019,39.91,185.96,7.7,291.96,109.07,120.11,106.45,20.45,17.07,182.88,116.24,25.26,14.15,42.8,38.92,245.15,187.77,91.84,58.02,37.22,105.76,28.72,1385.41,12.81,76.64,66.61,105.42,36.91,44.3,57.41,35.85,30.89,13.81,173.73
10-09-2019,39.15,188.53,7.84,295.32,109.37,121.37,106.42,20.12,17.53,181.27,116.51,25.23,14.02,45.07,38.62,245.91,188.77,92.83,56.55,37.24,105.78,28.83,1380.77,12.6,76.45,68.52,107.41,37.3,44.99,56.59,36.45,30.15,13.48,177.7
11-09-2019,39.19,186.09,7.57,296.58,111.27,121.39,106.64,20.16,17.74,181.32,116.24,25.45,14.13,44.14,38.44,245.39,193.48,93.64,56.81,37.43,105.23,28.81,1395.98,12.69,76.99,69.96,107.92,36.74,45.61,58.04,36.67,30.49,13.72,176.65
12-09-2019,38.81,186.08,7.48,297.74,108.26,119.47,106.07,20.29,17.73,180.22,115.26,25.07,14.04,44.68,39.02,247.27,199.75,93.27,58.34,37.61,108.02,29.04,1405.2,12.46,76.81,67.51,107.89,36.15,46.47,57.52,36.37,30.28,13.7,176.73
13-09-2019,38.79,187.6,7.62,299.13,107.13,118.76,106.04,20.15,18.18,181.87,115.59,25.72,14.28,44.95,39.07,249.47,204.51,93.92,57.67,37.65,110.24,29,1393.28,12.53,77.7,68.92,107.93,36.73,45.65,58.27,37.76,30.17,13.97,176.78
16-09-2019,38.79,187.6,7.62,299.13,107.13,118.76,106.04,20.15,18.18,181.87,115.59,25.72,14.28,44.95,39.07,249.47,204.51,93.92,57.67,37.65,110.24,29,1393.28,12.53,77.7,68.92,107.93,36.73,45.65,58.27,37.76,30.17,13.97,176.78
17-09-2019,39.74,187.48,7.84,303.33,110.96,117.95,106.01,19.52,17.85,185.25,115.16,25.35,14.68,44.59,39.72,262.64,207.87,93,56.73,37.46,109.86,29.02,1386.28,12.5,79.21,69.29,107.74,36.23,47.31,58.37,39.79,30.42,14.19,176.23
18-09-2019,38.65,188.82,7.74,306.68,108.36,119.79,105.05,19.61,17.71,184.56,115.59,25.08,14.58,44.84,39.36,264.24,205.7,91.29,55.5,36.95,109.96,29.34,1394.65,12.62,79.64,70.2,107.63,35.85,46.55,58.16,40.79,30.42,13.85,174.22
19-09-2019,38.37,185.4,7.76,300.64,108.28,120.17,106.11,19.5,17.99,184.29,115.98,25.24,14.74,45.01,38.41,262.92,207.94,92.37,55.19,37.48,109.67,29.8,1399.5,12.79,80.07,70.09,106.54,36.07,45.77,57.94,40.04,30.96,13.73,175.13
20-09-2019,39.41,190.64,7.98,309.77,109.38,122.57,108.69,19.79,18.13,184.66,116.46,26.2,14.83,45.39,39.25,263.99,210.75,91.64,55.01,38.01,111.51,30.46,1463.6,12.52,79.89,70.64,107.77,37.07,46.01,60.48,41.47,30.78,14.18,177.97
23-09-2019,39.99,188.84,7.84,308.08,109.25,121.28,107.28,19.64,18.5,184.98,116.83,26.3,14.67,45.26,38.39,266.02,207.41,92.54,55.16,38.15,110.06,30.27,1429.63,12.79,81.03,70.96,107.46,37.9,47.16,60.34,41.43,30.4,14.39,179.59
24-09-2019,39.86,188.43,7.79,299.97,106.42,121,107.09,19.77,18.25,187.26,116.48,25.95,14.36,45.16,38.18,266.86,204.67,91.91,55.19,38.2,109.13,30.05,1416.82,13.19,80.09,70.9,106.98,36.68,46.2,59.97,40.99,30.18,14.06,178.3
25-09-2019,39.03,184.11,7.78,298.38,105,121.73,106,19.77,18.49,188.35,114.97,25.22,14.51,44.77,38.14,263.75,204.17,91.03,55.7,37.53,107.49,29,1385.69,13,80.47,70.74,106.17,36.18,47.22,58.53,40.79,30.12,13.91,176.51
26-09-2019,39.28,185.3,7.77,295.14,106.8,119.77,109.24,19.57,18.11,185.47,115,24.98,14.58,44.73,38.22,263.5,204.14,91.61,56.94,37.98,106.52,29.12,1395.34,13.28,80.58,70.43,105.03,36.07,46.25,57.67,38.14,30.52,14.26,177.44
27-09-2019,39.65,186.22,7.78,295.51,106.88,119.44,108.38,19.64,18.4,179.79,114.9,25.36,14.44,45.24,38.24,260.22,203.57,90.56,58.35,36.63,107.94,29.1,1398.34,13.1,80.23,69.94,104.41,36.05,46.49,57.23,37.33,30.13,14.02,176.76
30-09-2019,39.24,189.9,7.69,301.64,106.07,120.09,106.67,19.67,18.92,181.05,117.08,25.1,14.64,45.88,38.51,262.67,201.94,90.49,58.48,37.11,108.13,29.09,1399.74,13.04,79.47,70.89,105.4,35.99,46.14,57.93,38.63,30.31,13.98,176.94
1-10-2019,38.84,194.99,7.5,305.38,106.19,117.8,108.31,19.91,18.97,178.3,118.85,24.57,14.68,46.12,38.84,256.58,201.52,91.34,58.48,37.26,108.59,29.59,1393.47,13.11,79.6,71.5,107.13,36.24,45.87,58.35,39.18,30.14,13.98,176.02
2-10-2019,39.09,192.05,7.26,299.18,104.12,118.45,108.08,19.74,19.04,176.21,118.27,24.89,14.41,47.2,38.59,242.96,200.78,90.19,57.4,37.19,106.48,30.23,1403.93,13.02,79.75,72.12,104.1,35.48,43.12,57.94,37.56,29.92,13.8,174.65
3-10-2019,39.41,193.73,7.18,301.7,108.21,117.52,107.36,19.98,19.17,176.66,118.82,24.77,14.38,47.22,38.51,248.07,201.04,91.61,58.19,36.99,108.6,30.24,1394.74,13.12,80.71,72.68,103.52,35.28,43.01,57.56,37.76,30.59,13.68,174.5
4-10-2019,40.88,195.63,7.3,303.92,110.42,121.01,109.42,21.17,18.98,182.5,119.5,25.61,14.89,47.88,38.73,255.04,201.46,94.45,58.92,37.43,108.04,30.89,1399.86,13.5,83.27,73.02,102.94,35.78,45.27,57.57,38.62,31.08,14.07,178.96
7-10-2019,39.97,193.59,7.21,300.97,110.03,118.74,107.97,20.96,19.18,179.71,117.68,24.75,14.68,48.29,38.51,249.89,201.05,93.73,57.88,37.24,107.82,30.77,1401.54,13.51,84.06,74.34,102.71,34.98,44.84,56.69,38.56,30.47,13.94,177.74
8-10-2019,39.99,193.8,7.35,303.57,105.81,119.47,109.48,20.81,18.56,179.36,117.66,24.72,14.57,48.01,38.51,245.34,200.87,95.44,55.62,36.58,106.51,30.53,1391,13.23,83.53,73.42,101.54,34.72,43.94,57.34,38.68,30.62,13.6,179.92
9-10-2019,40,195.67,7.47,300.95,105.99,120.24,109.6,20.66,18.19,177.76,120.25,24.79,14.6,47.96,38.73,245.1,199.01,94.64,55.35,36.45,105.02,30.1,1397.17,12.91,80.51,74.2,100.17,35.03,44,57.04,38.62,30.61,13.71,178.7
10-10-2019,39.18,196.46,7.56,304.98,107.93,119.99,109.05,20.87,18.55,178.05,122.03,24.96,14.88,47.59,38.74,242.71,199.65,95.29,55.37,36.61,106.04,29.5,1393.75,13.46,79.38,74.26,101.05,35.39,45.81,57.98,39.93,31.22,14.01,177.98
11-10-2019,39.78,196.26,7.79,304.34,109.25,119.71,109.34,20.92,18.87,176.97,123.59,24.94,14.89,48.96,39.2,236.94,199.65,95.52,55.14,36.98,108.68,29.87,1399.74,13.4,83.18,74.94,101.06,35.64,46.95,59.78,41.2,31.17,14.17,177.98
14-10-2019,39.63,197.95,7.85,303.2,110.65,118.99,108.54,20.74,19.13,175.4,123.81,24.99,14.79,48.98,39.29,237.72,198.03,95.36,55.87,36.73,108.84,29.89,1396.14,13.71,83.68,75.42,101.95,34.83,46.72,60.31,42.76,31.27,14.23,179.84
15-10-2019,39.37,194.12,7.84,301.12,110.48,118.75,108,20.37,19.19,176.02,122.24,24.79,14.69,49.23,40.43,234.42,193.27,98.92,55.98,35.8,110.67,30.04,1400.25,13.81,83.65,75.75,102.99,35.22,47.1,60.63,42.62,31.13,14.1,181.82
16-10-2019,39.89,193.32,7.86,305.18,108.43,119.45,109.07,19.95,19,176.19,123.97,25.08,15.23,49.26,41.94,228.4,193.56,97.39,56.57,36.99,110.04,29.67,1393.06,14.33,83.63,75.97,104.14,34.92,47.9,60.78,42.76,31.25,14.2,182.75
17-10-2019,39.52,193.93,7.81,304.67,108.4,117.44,107.26,20.58,18.52,176.18,125.3,24.69,15.36,48.01,42.87,225.03,196,97.21,56.91,38.01,108.74,30.34,1386.35,14.39,82.61,75.94,104.37,35.08,47.24,58.69,42.38,31.26,14.27,181.14
18-10-2019,38.68,194.93,7.72,305.32,107.05,110.43,105.84,20.28,18.49,175.88,125.23,24.35,15.38,47.77,42.52,221.95,192.85,97.72,56.56,38.45,107.45,30.2,1385.29,14.28,81.93,78.24,101.91,34.06,47.57,57.54,42.01,31.31,14,180.15
21-10-2019,38.8,193.3,7.74,303.76,106.99,110.38,105.37,20.44,19.05,176.05,126.52,24.3,15.58,48.71,42.28,226.45,194.54,97.48,56.71,38.52,109.47,30.48,1386.88,14.1,81.81,83,104.56,34.21,48.93,59.24,41.96,31.77,14.06,179.4
22-10-2019,38.89,191.9,7.87,301.24,107.79,110.03,106.3,20.39,19.39,176.24,127.57,24.08,15.49,49.18,42.63,222.95,194.52,97.47,56.67,38.22,108.82,30.33,1393.55,13.74,81.3,82.49,106.14,33.76,48.1,59.96,41.59,32.28,14.07,179.4
23-10-2019,38.68,191.6,7.94,304.52,109.81,110.01,106.86,20.25,19.81,176.53,126.13,24.28,15.61,47.26,41.13,222.65,190.78,96.41,57.13,38.2,102.16,30.71,1388.09,13.52,79.8,80.82,105.4,33.61,48.51,63.07,42.11,31.76,14.01,183.36
24-10-2019,37.91,194.69,7.41,311.34,111.84,107.7,107.31,20.44,19.66,178.72,126.94,23.6,15.71,49.76,42.34,222.91,198.97,97.34,58.7,39.88,100.19,32.41,1388.14,13.45,79.61,80.56,106.39,33.92,48.5,62.14,41.36,31.76,13.95,184.06
25-10-2019,38.54,194.43,7.52,313.67,101.68,107.14,106.75,20.12,20.05,174.56,126.75,23.59,15.56,49.27,42.12,218.69,199.56,96.76,58.29,40,99.07,32.87,1387.84,13.48,77.79,79.28,108.03,35.89,49.85,61.51,44.23,31.39,13.45,183.34
28-10-2019,39.35,199.7,7.79,322.16,103.09,107.66,107.19,21.06,20.15,171.46,129.26,24.69,15.62,49.7,42.04,218.32,206.12,97.57,58.44,40.79,100.36,33.63,1399.47,13.19,78.21,79.45,107.88,36.05,50.15,64.72,44.72,31.77,13.69,183.05
29-10-2019,40.02,201.54,7.66,318.83,101.45,108.25,106.61,20.94,21.34,173.39,134.04,24.83,15.51,49.76,41.56,226.63,205.22,98.9,58.63,41.74,100.12,33.95,1399.35,13.19,78.62,82.17,108.09,36.95,51.34,66.55,43.87,32.47,13.69,183.25
30-10-2019,40.55,203.14,7.33,318.17,103.02,106.08,107.29,20.68,20.38,172.88,132.65,24.73,15.46,50.47,42.21,232.47,206.88,101.07,58.58,41.92,100.19,33.41,1394.13,12.83,78.68,81,106.46,36.96,51.26,66.27,43.09,31.71,13.53,180.94
31-10-2019,38.79,201.68,7.23,315.44,105,105.71,107.47,20.88,20.31,170.7,133.37,23.9,15.24,51.32,41.51,230.84,201.85,102.18,57.73,42.18,98.02,33.24,1398.06,12.58,79.03,82.96,107.53,35.74,50.67,64.4,42.48,32.09,13.46,177.94
1-11-2019,38.01,201.81,7.32,314.28,105.48,109.45,106.22,20.79,20.98,170.77,131,24.99,15.46,52.31,41.23,238.66,206.73,101.35,59.04,43.08,100.3,33.27,1399.6,12.88,79.45,82.15,108.26,36.41,50.98,68.12,43.3,32.38,13.77,178.17
4-11-2019,37.4,200.52,7.42,313.97,104.06,109.58,106.35,21.1,20.8,172.42,130.11,24.68,15.59,51.79,42.03,239.33,208.07,101.31,57.39,42.35,100.04,33.46,1402.04,12.79,79.91,81.21,107.15,36.54,52.54,66.92,44.22,32.4,13.73,178.18
5-11-2019,38.35,201.66,7.4,314.17,103.85,109.24,106.4,21.47,20.66,171.44,128.86,24.75,15.35,51.77,42.02,237.86,202.53,100.35,56.44,41.91,98.48,33.62,1397.44,12.6,79.42,81.06,105.06,36.89,52.84,67.98,44.35,32.43,13.88,176.91
6-11-2019,39.29,203.34,7.4,325.86,103.99,109.51,107.52,21.75,21.3,170.22,130.79,24.93,15.39,52.53,42.85,242.01,203.53,101.05,57.46,42.61,97.11,33.5,1401.21,12.78,79.77,80.68,104.97,36.19,52.65,68.11,44.53,31.8,13.9,182.46
7-11-2019,39.69,205.12,7.42,329.26,105.44,110.36,106.92,21.66,21.26,176.52,132.19,25,15.3,52.91,43.3,243.04,204.97,102.72,56.57,43.58,99.68,33.52,1394.96,13.11,79.78,79.69,104.03,36.72,53.16,69.14,45.15,32.42,13.91,184.1
8-11-2019,38.24,202.35,7.29,321.29,102.95,110.74,106.92,21.16,20.88,177.14,132.06,24.69,15.24,52.75,43.23,236.73,203.25,101.04,56.19,41.7,97.83,33.23,1393.86,13.17,79.62,81.86,103.49,35.87,52.82,67.22,44.18,32.73,13.83,184.46
11-11-2019,38.54,202.7,7.19,325.57,102.62,110.61,106.48,20.97,20.99,177.36,132.33,24.92,15.31,52.75,42.7,236.67,203.68,102.16,54.95,42.03,97.7,33.48,1383.59,13.1,79.73,80.95,103.62,36.54,52.58,68.37,43.75,32.76,13.71,184.06
12-11-2019,37.05,203.56,6.99,327.37,99.77,111.59,106.24,20.9,19.7,178.02,132.11,23.95,15.19,53,42.92,235.21,202.02,100.75,54.12,41.62,97.49,33.26,1373.37,13.1,78.35,81.99,103.88,35.2,52.61,67.89,43.14,33.07,13.2,183.8
13-11-2019,37.48,204.56,7.06,331.58,99.34,112.01,106.21,21.16,19.31,177.59,133.11,23.63,15.18,52.65,42.17,236.59,202.11,101.46,54.16,41.79,100.43,33.28,1372.34,13.16,76.38,81.67,103.09,35.11,52.52,65.9,43.76,33.01,12.85,184.2
14-11-2019,37.95,205.4,7.08,328.96,99.1,112.9,106.08,21.29,19.15,177.21,130.73,23.7,15.26,52.22,41.78,233.68,201.87,99.97,55.2,42.2,99.45,33.21,1373.61,13.1,76.53,82.19,102.8,34.96,52.38,67.29,44.34,33.04,12.73,183.52
15-11-2019,38.48,201.2,7.08,330.33,103.09,113.13,105.73,21.2,19.25,178.2,132.57,24.04,15.27,52.84,42.44,234.98,202.33,102.2,54.67,41.63,100.02,33.24,1365.7,13.4,77.06,81.24,102.71,35.18,53.07,68.33,43.32,32.94,12.84,184
18-11-2019,38.48,201.2,7.08,330.33,103.09,113.13,105.73,21.2,19.25,178.2,132.57,24.04,15.27,52.84,42.44,234.98,202.33,102.2,54.67,41.63,100.02,33.24,1365.7,13.4,77.06,81.24,102.71,35.18,53.07,68.33,43.32,32.94,12.84,184
19-11-2019,38.24,206.1,7.11,338.75,105.85,112.12,106.23,21,19.11,179.52,133.6,24.14,15.09,53.65,43.7,231.82,203.64,103.37,54.93,42.51,98.46,33.59,1363.2,13.14,75.93,82.96,102.97,34.62,53.53,69.14,43.35,32.88,12.64,183.91
20-11-2019,38.5,205.59,7.02,342.2,105.85,112.4,106.09,21.52,18.98,180.96,132.36,23.9,15.28,53.02,43.57,227.64,202.77,104.64,54.54,42.98,99.53,33.44,1374.18,13.47,75.28,83,103,34.39,52.86,68.21,43.23,32.8,12.39,185.43
21-11-2019,38.32,199.53,6.98,337.22,106.74,113.14,105.83,20.76,18.78,179.05,129.95,23.37,15.2,53.3,43.36,224.07,202.94,105.56,53.65,42.64,97.92,33.25,1379.25,13.69,73.77,80.89,102.36,34.18,52.09,66.33,43.02,32.96,12.22,184.8
22-11-2019,38.5,199.4,7.06,337.95,107.17,112.04,105.9,20.89,18.8,179.19,132.49,24.21,15.25,53.24,43.89,221.94,203.4,107.5,55.03,41.94,98.08,33.3,1370.38,13.99,74.04,81.97,104.16,34.05,52.3,67,43.15,32.71,12.27,189.64
25-11-2019,38.46,203.56,7.18,340.86,106.71,113.05,106.3,21.13,18.62,178.13,130.84,24.12,15.28,53.28,42.99,221.09,201.6,106.57,55,43.42,97.95,33.52,1367.64,14.15,73.94,82.79,104.71,34.17,51.57,66.64,43.43,32.66,12.59,189.59
